,0,1,2,3,4
0,형태,0.057692307692307696,0.011306715959480098,0.37142857142857144,0.0861083878274792
1,스모그,0.4519230769230769,0.5761226915780291,0.5636856368563685,0.4686873449627878
2,바람,0.019230769230769232,0.0002609161297845802,0.28929068150208626,0.02906284445081341
3,기온역전,0.10576923076923078,0.060200161415623704,0.3747747747747748,0.07593724400917708
4,기상,0.019230769230769232,0.0,0.27440633245382584,0.017017491708292917
5,상태,0.019230769230769232,0.0002609161297845802,0.28929068150208626,0.02906284445081341
6,발생,0.07692307692307693,0.025639547995127687,0.4388185654008439,0.20017124992492258
7,조건,0.009615384615384616,0.0,0.27296587926509186,0.007974688868707494
8,높이,0.009615384615384616,0.0,0.27296587926509186,0.007974688868707494
9,것,0.038461538461538464,0.012839682557487856,0.32653061224489793,0.06736752563903672
10,도시,0.019230769230769232,0.0021255099467195337,0.28337874659400547,0.015488320453363784
11,근처,0.009615384615384616,0.0,0.27296587926509186,0.007974688868707494
12,산맥,0.009615384615384616,0.0,0.27296587926509186,0.007974688868707494
13,데,0.019230769230769232,0.002074780941837799,0.29545454545454547,0.028543291706722738
14,한몫,0.009615384615384616,0.0,0.27296587926509186,0.007974688868707494
15,피해,0.10576923076923078,0.046578936617773146,0.38733705772811916,0.09380894678615202
16,미국,0.019230769230769232,0.0,0.369449378330373,0.07655426428222116
17,펜실베이니아주,0.009615384615384616,0.0,0.3611111111111111,0.04922062390632373
18,도,0.009615384615384616,0.0,0.3611111111111111,0.04922062390632373
19,광화학,0.20192307692307693,0.1365603385583785,0.465324384787472,0.2602754618369091
20,여,0.009615384615384616,0.0,0.3611111111111111,0.04922062390632373
21,명,0.028846153846153848,0.0,0.3902439024390244,0.10488365201754692
22,사망,0.028846153846153848,0.0,0.3902439024390244,0.10488365201754692
23,가량,0.009615384615384616,0.0,0.3611111111111111,0.04922062390632373
24,병,0.009615384615384616,0.0,0.3611111111111111,0.04922062390632373
25,영국,0.08653846153846154,0.022858036430237937,0.3946869070208729,0.14877667315638207
26,런던,0.4711538461538462,0.2967212193678326,0.4511930585683297,0.381276781720507
27,집중,0.009615384615384616,0.0,0.28337874659400547,0.015623973682444527
28,현상,0.028846153846153848,4.645113340765515e-05,0.3285939968404423,0.06988486562783362
29,동안,0.019230769230769232,0.0,0.31278195488721805,0.055663028111223194
30,약,0.009615384615384616,0.0,0.28337874659400547,0.015623973682444527
31,식물,0.009615384615384616,0.0,0.3611111111111111,0.04922062390632373
32,죽,0.009615384615384616,0.0,0.3611111111111111,0.04922062390632373
33,건축,0.009615384615384616,0.0,0.3611111111111111,0.04922062390632373
34,재의,0.009615384615384616,0.0,0.3611111111111111,0.04922062390632373
35,부식,0.009615384615384616,0.0,0.3611111111111111,0.04922062390632373
36,진행,0.009615384615384616,0.0,0.3611111111111111,0.04922062390632373
37,서울,0.22115384615384617,0.11434142184653626,0.3969465648854962,0.19063938189747373
38,주로,0.038461538461538464,0.008096056949721077,0.3727598566308244,0.10619692873699008
39,미세먼지,0.019230769230769232,0.0,0.3734290843806104,0.06924066551755172
40,오염,0.019230769230769232,0.002406606144350884,0.32653061224489793,0.06005909604000665
41,대기,0.009615384615384616,0.0,0.28454172366621067,0.020020041611227987
42,습도,0.009615384615384616,0.0,0.28454172366621067,0.020020041611227987
43,날,0.009615384615384616,0.0,0.28454172366621067,0.020020041611227987
44,하늘,0.009615384615384616,0.0,0.3611111111111111,0.04922062390632373
45,볼,0.009615384615384616,0.0,0.3611111111111111,0.04922062390632373
46,수,0.019230769230769232,0.0,0.36879432624113473,0.06069469990927448
47,거리,0.009615384615384616,0.0,0.3611111111111111,0.04922062390632373
48,대기오염,0.019230769230769232,0.0,0.3880597014925373,0.0892596783351024
49,겨울,0.1826923076923077,0.08195715783990286,0.3895131086142322,0.1744732603757767
50,봄,0.009615384615384616,0.0,0.2807017543859649,0.018322510242649574
51,난방,0.019230769230769232,0.0028771538378725707,0.3244929797191888,0.058361564671428244
52,산업,0.009615384615384616,0.0,0.2807017543859649,0.018322510242649574
53,연료,0.028846153846153848,0.0015722914481703858,0.3851851851851852,0.08811173698698857
54,연소,0.028846153846153848,0.0015722914481703858,0.3851851851851852,0.08811173698698857
55,중,0.009615384615384616,0.0,0.2807017543859649,0.018322510242649574
56,황산,0.019230769230769232,0.0010766444051613063,0.2962962962962963,0.028173903338507843
57,화물,0.009615384615384616,0.0,0.2807017543859649,0.018322510242649574
58,먼지,0.009615384615384616,0.0,0.2807017543859649,0.018322510242649574
59,때문,0.038461538461538464,0.007022876458167302,0.36619718309859156,0.09263339901799254
60,여름,0.009615384615384616,0.0,0.2807017543859649,0.018322510242649574
61,자동차,0.038461538461538464,0.004371845041566114,0.3946869070208729,0.10691592930807453
62,질소,0.019230769230769232,0.0006434602451619094,0.2933709449929478,0.03712670256373557
63,산화물,0.019230769230769232,0.0006434602451619094,0.2933709449929478,0.03712670256373557
64,탄화수소,0.019230769230769232,0.0006434602451619094,0.2933709449929478,0.03712670256373557
65,반응,0.028846153846153848,0.0037464067795083184,0.3027656477438137,0.04860077856668632
66,주요,0.009615384615384616,0.0,0.3611111111111111,0.04922062390632373
67,원인,0.009615384615384616,0.0,0.3611111111111111,0.04922062390632373
68,과정,0.019230769230769232,0.0,0.37545126353790614,0.06978922674433898
69,성분,0.009615384615384616,0.0,0.3611111111111111,0.04922062390632373
70,황화,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
71,화석연료,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
72,이산화황,0.019230769230769232,0.0021137477659216777,0.3151515151515151,0.04697724839944554
73,일산화탄소,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
74,형,0.22115384615384617,0.11554527671297232,0.3969465648854962,0.1790603076328164
75,배기,0.009615384615384616,0.0,0.28454172366621067,0.018804192321085992
76,가스,0.009615384615384616,0.0,0.28454172366621067,0.018804192321085992
77,화산,0.057692307692307696,0.031247671711778963,0.3674911660777385,0.06606821723272417
78,자연,0.009615384615384616,0.0,0.2690815006468305,0.0069381939706668685
79,폭발,0.009615384615384616,0.0,0.2690815006468305,0.0069381939706668685
80,분출,0.009615384615384616,0.0,0.2690815006468305,0.0069381939706668685
81,혼합형,0.04807692307692308,0.010741393698318683,0.4135188866799205,0.13542302554114835
82,종류,0.038461538461538464,0.013585765329518894,0.40310077519379844,0.10926893742532365
83,크게,0.009615384615384616,0.0,0.28769017980636236,0.0114751918342582
84,원래,0.2692307692307693,0.1649895085820306,0.40310077519379844,0.19586058301229448
85,석탄,0.009615384615384616,0.0,0.28769017980636236,0.02056860283801525
86,여러,0.009615384615384616,0.0,0.28769017980636236,0.02056860283801525
87,가지,0.009615384615384616,0.0,0.28769017980636236,0.02056860283801525
88,결과물,0.009615384615384616,0.0,0.28769017980636236,0.02056860283801525
89,안개,0.028846153846153848,0.00610530734675303,0.32098765432098764,0.0504400375451015
90,회색,0.009615384615384616,0.0,0.28769017980636236,0.02056860283801525
91,식,0.009615384615384616,0.0,0.28769017980636236,0.02056860283801525
92,달리,0.009615384615384616,0.0,0.28769017980636236,0.02056860283801525
93,배기가스,0.028846153846153848,0.011356793873775311,0.3156297420333839,0.04688642674375754
94,석유,0.009615384615384616,0.0,0.28769017980636236,0.02056860283801525
95,후,0.019230769230769232,0.006952664845482477,0.33440514469453375,0.060607657266793916
96,이후,0.009615384615384616,0.0,0.28769017980636236,0.02056860283801525
97,빛,0.009615384615384616,0.0,0.28769017980636236,0.02056860283801525
98,화학반응,0.009615384615384616,0.0,0.28769017980636236,0.02056860283801525
99,통해,0.009615384615384616,0.0,0.28769017980636236,0.02056860283801525
100,생물,0.009615384615384616,0.0,0.28769017980636236,0.02056860283801525
101,화합물,0.009615384615384616,0.0,0.28769017980636236,0.02056860283801525
102,황,0.009615384615384616,0.0,0.28769017980636236,0.02056860283801525
103,갈색,0.009615384615384616,0.0,0.28769017980636236,0.02056860283801525
104,로스엔젤레스,0.009615384615384616,0.0,0.3180428134556575,0.027333640375897424
105,처음,0.009615384615384616,0.0,0.3180428134556575,0.027333640375897424
106,확인,0.009615384615384616,0.0,0.3180428134556575,0.027333640375897424
107,과거,0.009615384615384616,0.0,0.3180428134556575,0.027333640375897424
108,로스앤젤레스,0.019230769230769232,0.0,0.3285939968404423,0.04613783269698341
109,기도,0.009615384615384616,0.0,0.3180428134556575,0.027333640375897424
110,속,0.019230769230769232,0.001521492566765125,0.30057803468208094,0.028655585416944258
111,함유,0.009615384615384616,0.0,0.28454172366621067,0.018804192321085992
112,올레,0.009615384615384616,0.0,0.28454172366621067,0.018804192321085992
113,혼합물,0.009615384615384616,0.0,0.28454172366621067,0.018804192321085992
114,태양,0.009615384615384616,0.0,0.28454172366621067,0.018804192321085992
115,광선,0.009615384615384616,0.0,0.28454172366621067,0.018804192321085992
116,작용,0.009615384615384616,0.0,0.28454172366621067,0.018804192321085992
117,고도,0.009615384615384616,0.0,0.28454172366621067,0.018804192321085992
118,공장,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
119,및,0.019230769230769232,0.0,0.32248062015503876,0.05321372207688229
120,빌딩,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
121,시설,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
122,일반,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
123,가정,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
124,등,0.019230769230769232,0.004295024477802861,0.3219814241486068,0.05151313043172943
125,배출,0.019230769230769232,0.001942564476678378,0.32098765432098764,0.04989044752463693
126,아황산가스,0.019230769230769232,0.001942564476678378,0.32098765432098764,0.04989044752463693
127,매연,0.019230769230769232,0.009162092033392221,0.325,0.047552686013434965
128,직접,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
129,굴뚝,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
130,물질,0.019230769230769232,0.002406606144350884,0.32653061224489793,0.06005909604000665
131,상황,0.009615384615384616,0.0,0.27956989247311825,0.009851393095858266
132,연기,0.009615384615384616,0.0,0.27956989247311825,0.009851393095858266
133,형성,0.009615384615384616,0.0,0.27956989247311825,0.009851393095858266
134,경우,0.009615384615384616,0.0,0.3180428134556575,0.027333640375897424
135,인체,0.019230769230769232,0.0,0.32398753894080995,0.03880771637884818
136,영향,0.009615384615384616,0.0,0.3180428134556575,0.027333640375897424
137,눈,0.009615384615384616,0.0,0.3180428134556575,0.027333640375897424
138,벤젠,0.13461538461538464,0.07644545015762545,0.3844731977818854,0.10926010213593172
139,톨루엔,0.009615384615384616,0.0,0.27807486631016043,0.01147407600295076
140,햇빛,0.019230769230769232,0.0017890582457257451,0.2933709449929478,0.03149411761417875
141,장기간,0.009615384615384616,0.0,0.27807486631016043,0.01147407600295076
142,노,0.009615384615384616,0.0,0.27807486631016043,0.01147407600295076
143,출시,0.009615384615384616,0.0,0.27807486631016043,0.01147407600295076
144,백혈병,0.009615384615384616,0.0,0.27807486631016043,0.01147407600295076
145,암,0.009615384615384616,0.0,0.27807486631016043,0.01147407600295076
146,유발,0.009615384615384616,0.0,0.27807486631016043,0.01147407600295076
147,사건,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
148,첫,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
149,주,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
150,호흡,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
151,장애,0.019230769230769232,0.002406606144350884,0.32653061224489793,0.06005909604000665
152,질식,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
153,여명,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
154,시민,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
155,그,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
156,만성,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
157,폐,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
158,질환,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
159,추가,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
160,총,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
161,생명,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
162,멕시코,0.14423076923076925,0.10491945678994143,0.3795620437956204,0.07154755894830943
163,시티,0.009615384615384616,0.0,0.27549668874172184,0.007513631584656291
164,차량,0.019230769230769232,0.0036780864215913422,0.2958748221906117,0.027533673195884276
165,분진,0.009615384615384616,0.0,0.27549668874172184,0.007513631584656291
166,오존,0.009615384615384616,0.0,0.27549668874172184,0.007513631584656291
167,불량,0.009615384615384616,0.0,0.27549668874172184,0.007513631584656291
168,지수,0.009615384615384616,0.0,0.27549668874172184,0.007513631584656291
169,생활환경,0.009615384615384616,0.0,0.27549668874172184,0.007513631584656291
170,위험,0.009615384615384616,0.0,0.27549668874172184,0.007513631584656291
171,지표,0.009615384615384616,0.0,0.27549668874172184,0.007513631584656291
172,배,0.009615384615384616,0.0,0.27549668874172184,0.007513631584656291
173,초과,0.009615384615384616,0.0,0.27549668874172184,0.007513631584656291
174,우려,0.009615384615384616,0.0,0.28454172366621067,0.020020041611227987
175,자외선,0.009615384615384616,0.0,0.28454172366621067,0.020020041611227987
176,맑은,0.009615384615384616,0.0,0.28454172366621067,0.020020041611227987
177,시정,0.009615384615384616,0.0,0.28454172366621067,0.020020041611227987
178,연,0.009615384615384616,0.0,0.28454172366621067,0.020020041611227987
179,보기,0.1826923076923077,0.1434972760616994,0.41767068273092367,0.1254524108061363
180,오존층,0.009615384615384616,0.0,0.2950354609929078,0.013174667648103619
181,산성비,0.009615384615384616,0.0,0.2950354609929078,0.013174667648103619
182,황사,0.009615384615384616,0.0,0.2950354609929078,0.013174667648103619
183,각주,0.009615384615384616,0.0,0.2950354609929078,0.013174667648103619
184,출처,0.009615384615384616,0.0,0.2950354609929078,0.013174667648103619
185,외부,0.009615384615384616,0.0,0.2950354609929078,0.013174667648103619
186,링크,0.009615384615384616,0.0,0.2950354609929078,0.013174667648103619
187,조윤승,0.009615384615384616,0.0,0.2950354609929078,0.013174667648103619
188,건강,0.009615384615384616,0.0,0.2950354609929078,0.013174667648103619
189,참사,0.009615384615384616,0.0,0.2950354609929078,0.013174667648103619
190,재,0.009615384615384616,0.0,0.2950354609929078,0.013174667648103619
191,조명,0.009615384615384616,0.0,0.2950354609929078,0.013174667648103619
192,환경,0.009615384615384616,0.0,0.2950354609929078,0.013174667648103619
193,위생,0.009615384615384616,0.0,0.2950354609929078,0.013174667648103619
194,학회,0.009615384615384616,0.0,0.2950354609929078,0.013174667648103619
195,인호,0.06730769230769232,0.04761241174284653,0.3734290843806104,0.06251956924241328
196,고교생,0.009615384615384616,0.0,0.27225130890052357,0.006565614523037176
197,화학,0.009615384615384616,0.0,0.27225130890052357,0.006565614523037176
198,스페셜,0.009615384615384616,0.0,0.27225130890052357,0.006565614523037176
199,화사,0.009615384615384616,0.0,0.27225130890052357,0.006565614523037176
200,중국,0.009615384615384616,0.0,0.27225130890052357,0.006565614523037176
201,베이징,0.019230769230769232,0.009615384615384618,0.3623693379790941,0.04976951854799784
202,잡기,0.009615384615384616,0.0,0.26632522407170295,0.005226618991745435
203,네이버,0.057692307692307696,0.04761241174284653,0.3674911660777385,0.05209323855267809
204,국어사전,0.009615384615384616,0.0,0.2690815006468305,0.005470648380616681
205,두산,0.009615384615384616,0.0,0.2690815006468305,0.005470648380616681
206,백과사전,0.009615384615384616,0.0,0.2690815006468305,0.005470648380616681
207,탈황,0.009615384615384616,0.0,0.2690815006468305,0.005470648380616681
208,전기,0.009615384615384616,0.0,0.2690815006468305,0.005470648380616681
